Year Day	Temperature C	SalinityConst	pHConstSal	Battery Voltage	DateStr	TimeStr
219.8854	12.80	35.00	0.0075	11.63	2024-08-06	21:15:01
219.8958	12.68	35.00	0.0070	11.63	2024-08-06	21:30:01
219.9063	12.56	35.00	0.0068	11.63	2024-08-06	21:45:01
219.9167	12.54	35.00	0.0058	11.63	2024-08-06	22:00:01
219.9271	12.49	35.00	0.0057	11.62	2024-08-06	22:15:01
219.9375	12.53	35.00	0.0049	11.62	2024-08-06	22:30:01
219.9479	12.57	35.00	0.0046	11.62	2024-08-06	22:45:01
219.9583	12.63	35.00	0.0042	11.62	2024-08-06	23:00:01
219.9688	12.63	35.00	0.0047	11.62	2024-08-06	23:15:01
219.9792	12.69	35.00	0.0044	11.62	2024-08-06	23:30:01
219.9896	12.73	35.00	0.0044	11.62	2024-08-06	23:45:01
220.0000	12.78	35.00	0.0043	11.63	2024-08-07	00:00:01
220.0104	12.83	35.00	0.0041	11.62	2024-08-07	00:15:01
220.0208	12.82	35.00	0.0047	11.63	2024-08-07	00:30:01
220.0313	12.88	35.00	0.0044	11.63	2024-08-07	00:45:01
220.0417	12.92	35.00	0.0044	11.63	2024-08-07	01:00:01
220.0521	12.94	35.00	0.0047	11.63	2024-08-07	01:15:01
220.0625	12.99	35.00	0.0045	11.63	2024-08-07	01:30:01
220.0729	13.05	35.00	0.0041	11.63	2024-08-07	01:45:01
220.0833	13.05	35.00	0.0046	11.63	2024-08-07	02:00:01
220.0938	13.12	35.00	0.0042	11.63	2024-08-07	02:15:01
220.1042	13.15	35.00	0.0044	11.63	2024-08-07	02:30:01
220.1146	13.18	35.00	0.0043	11.63	2024-08-07	02:45:01
220.1250	13.22	35.00	0.0044	11.62	2024-08-07	03:00:01
220.1354	13.24	35.00	0.0046	11.63	2024-08-07	03:15:01
220.1458	13.32	35.00	0.0041	11.63	2024-08-07	03:30:01
220.1563	13.31	35.00	0.0047	11.63	2024-08-07	03:45:01
220.1667	13.40	35.00	0.0040	11.63	2024-08-07	04:00:01
220.1771	13.41	35.00	0.0044	11.63	2024-08-07	04:15:01
220.1875	13.42	35.00	0.0047	11.63	2024-08-07	04:30:01
220.1979	13.48	35.00	0.0043	11.63	2024-08-07	04:45:01
220.2083	13.51	35.00	0.0044	11.63	2024-08-07	05:00:01
220.2188	13.55	35.00	0.0044	11.63	2024-08-07	05:15:01
220.2292	13.61	35.00	0.0041	11.63	2024-08-07	05:30:01
220.2396	13.63	35.00	0.0043	11.63	2024-08-07	05:45:01
220.2500	13.66	35.00	0.0044	11.63	2024-08-07	06:00:01
220.2604	13.70	35.00	0.0043	11.63	2024-08-07	06:15:01
220.2708	13.73	35.00	0.0044	11.63	2024-08-07	06:30:01
220.2813	13.77	35.00	0.0044	11.63	2024-08-07	06:45:01
220.2917	13.82	35.00	7.4525	11.63	2024-08-07	07:00:01
220.3021	13.87	35.00	0.0040	11.63	2024-08-07	07:15:01
220.3125	13.87	35.00	0.0044	11.63	2024-08-07	07:30:01
220.3229	13.91	35.00	0.0044	11.63	2024-08-07	07:45:01
220.3333	13.92	35.00	0.0047	11.63	2024-08-07	08:00:01
220.3438	13.96	35.00	0.0045	11.63	2024-08-07	08:15:01
220.3542	13.99	35.00	0.0047	11.63	2024-08-07	08:30:01
220.3646	14.06	35.00	0.0043	11.63	2024-08-07	08:45:01
220.3750	14.08	35.00	0.0043	11.63	2024-08-07	09:00:01
220.3854	14.15	35.00	0.0040	11.63	2024-08-07	09:15:01
220.3958	14.15	35.00	0.0044	11.63	2024-08-07	09:30:01
220.4063	14.21	35.00	0.0041	11.63	2024-08-07	09:45:01
220.4167	14.21	35.00	0.0045	11.63	2024-08-07	10:00:01
220.4271	14.27	35.00	0.0041	11.63	2024-08-07	10:15:01
220.4375	14.29	35.00	0.0044	11.63	2024-08-07	10:30:01
220.4479	14.34	35.00	0.0041	11.63	2024-08-07	10:45:01
220.4583	14.38	35.00	0.0041	11.63	2024-08-07	11:00:01
220.4688	14.40	35.00	0.0042	11.63	2024-08-07	11:15:01
220.4792	14.43	35.00	0.0043	11.63	2024-08-07	11:30:01
220.4896	14.46	35.00	0.0044	11.63	2024-08-07	11:45:01
220.5000	14.50	35.00	0.0042	11.63	2024-08-07	12:00:01
220.5104	14.51	35.00	0.0045	11.63	2024-08-07	12:15:01
220.5208	14.58	35.00	0.0041	11.63	2024-08-07	12:30:01
220.5313	14.59	35.00	0.0043	11.63	2024-08-07	12:45:01
220.5417	14.63	35.00	0.0043	11.63	2024-08-07	13:00:01
220.5521	14.64	35.00	0.0046	11.63	2024-08-07	13:15:01
220.5625	14.69	35.00	0.0043	11.63	2024-08-07	13:30:01
220.5729	14.70	35.00	0.0046	11.63	2024-08-07	13:45:01
220.5833	14.74	35.00	0.0045	11.63	2024-08-07	14:00:01
220.5938	14.77	35.00	0.0046	11.63	2024-08-07	14:15:01
220.6042	14.84	35.00	0.0040	11.63	2024-08-07	14:30:01
220.6146	14.83	35.00	0.0046	11.63	2024-08-07	14:45:01
220.6250	14.88	35.00	0.0044	11.63	2024-08-07	15:00:01
220.6354	14.93	35.00	0.0041	11.63	2024-08-07	15:15:01
220.6458	14.93	35.00	0.0046	11.63	2024-08-07	15:30:01
220.6563	14.98	35.00	0.0043	11.63	2024-08-07	15:45:01
220.6667	15.04	35.00	0.0039	11.63	2024-08-07	16:00:01
220.6771	15.05	35.00	0.0042	11.63	2024-08-07	16:15:01
220.6875	15.10	35.00	0.0039	11.63	2024-08-07	16:30:01
220.6979	15.10	35.00	0.0043	11.63	2024-08-07	16:45:01
220.7083	15.14	35.00	0.0043	11.63	2024-08-07	17:00:01
220.7188	15.17	35.00	0.0042	11.63	2024-08-07	17:15:01
220.7292	15.22	35.00	0.0040	11.63	2024-08-07	17:30:01
220.7396	15.22	35.00	0.0043	11.63	2024-08-07	17:45:01
220.7500	15.26	35.00	0.0043	11.63	2024-08-07	18:00:01
220.7604	15.31	35.00	0.0040	11.63	2024-08-07	18:15:01
220.7708	15.30	35.00	0.0046	11.63	2024-08-07	18:30:01
220.7813	15.35	35.00	0.0042	11.63	2024-08-07	18:45:01
220.7917	15.39	35.00	0.0041	11.63	2024-08-07	19:00:01
220.8021	15.39	35.00	0.0046	11.63	2024-08-07	19:15:01
