FrameSync,DateTime (UTC-07:00),Temperature (Celsius),Conductivity (uS/cm),Pressure (Decibar),Oxygen (mg/L),pH (pH),Chlorophyll (ug/l),Turbidity (NTU),Chlorophyll StdDev (ug/l),Turbidity StdDev (NTU),Salinity (psu),Sound Velocity (m/sec),Spec Conductivity (uS/cm),Oxygen Sat (%),Date,Time (UTC-07:00),Sample Number,Event Flags
HCEP03730715,07/08/2024 08:00:00,  21.2713,  45347.8,    0.750,  6.279,8.03,8.426,2539.809,0.03,6.14,  31.9331, 1521.554,  49002.0,    85.33, 08 Jul 2024, 08:00:00, 547, 0
HCEP03730715,07/08/2024 09:00:00,  21.2680,  45348.2,    0.749,  6.294,8.03,8.402,2539.011,0.03,6.33,  31.9359, 1521.548,  49006.0,    85.54, 08 Jul 2024, 09:00:00, 548, 0
HCEP03730715,07/08/2024 10:00:00,  21.2683,  45351.8,    0.748,  6.296,8.03,8.420,2540.063,0.03,6.73,  31.9385, 1521.552,  49009.6,    85.57, 08 Jul 2024, 10:00:00, 549, 0
HCEP03730715,07/08/2024 11:00:00,  21.2702,  45357.1,    0.745,  6.297,8.03,8.393,2542.127,0.03,6.51,  31.9413, 1521.560,  49013.3,    85.58, 08 Jul 2024, 11:00:00, 550, 0
HCEP03730715,07/08/2024 12:00:00,  21.2767,  45366.5,    0.743,  6.310,8.03,8.411,2542.030,0.03,6.78,  31.9439, 1521.580,  49016.6,    85.77, 08 Jul 2024, 12:00:00, 551, 0
HCEP03730715,07/08/2024 13:00:00,  21.2901,  45382.3,    0.740,  7.262,8.04,8.379,2542.712,0.03,6.37,  31.9463, 1521.619,  49019.4,    98.73, 08 Jul 2024, 13:00:00, 552, 0
HCEP03730715,07/08/2024 14:00:00,  21.3116,  45405.7,    0.735,  6.346,8.03,8.394,2540.433,0.03,6.69,  31.9487, 1521.680,  49021.9,    86.31, 08 Jul 2024, 14:00:00, 553, 0
HCEP03730715,07/08/2024 15:00:00,  21.3419,  45437.5,    0.731,  6.309,8.03,8.369,2539.207,0.03,7.07,  31.9512, 1521.764,  49024.2,    85.86, 08 Jul 2024, 15:00:00, 554, 0
HCEP03730715,07/08/2024 16:00:00,  21.3767,  45473.0,    0.725,  6.308,8.03,8.383,2539.695,0.03,7.67,  31.9532, 1521.860,  49025.7,    85.90, 08 Jul 2024, 16:00:00, 555, 0
HCEP03730715,07/08/2024 17:00:00,  21.4162,  45443.6,    0.724,  6.288,8.95,8.385,2535.703,0.03,7.20,  31.9008, 1521.908,  48952.3,    85.66, 08 Jul 2024, 17:00:00, 556, 0
HCEP03730715,07/08/2024 18:00:00,  21.4449,  45473.5,    0.719,  6.060,9.14,8.758,2559.043,0.03,8.01,  31.9029, 1521.988,  48954.2,    82.61, 08 Jul 2024, 18:00:00, 557, 0
HCEP03730715,07/08/2024 19:00:00,  21.4650,  45495.5,    0.716,  6.033,9.14,8.748,2558.438,0.03,8.05,  31.9053, 1522.044,  48956.7,    82.26, 08 Jul 2024, 19:00:00, 558, 0
HCEP03730715,07/08/2024 20:00:00,  21.4791,  45512.3,    0.718,  6.022,9.14,8.764,2557.871,0.03,7.59,  31.9080, 1522.085,  48960.0,    82.14, 08 Jul 2024, 20:00:00, 559, 0
HCEP03730715,07/08/2024 21:00:00,  21.4895,  45525.0,    0.716,  6.019,9.13,8.736,2556.620,0.03,7.24,  31.9103, 1522.116,  48962.6,    82.11, 08 Jul 2024, 21:00:00, 560, 0
HCEP03730715,07/08/2024 22:00:00,  21.4940,  45532.7,    0.719,  6.049,9.12,8.744,2557.030,0.03,7.03,  31.9130, 1522.131,  48966.2,    82.54, 08 Jul 2024, 22:00:00, 561, 0
HCEP03730715,07/08/2024 23:00:00,  21.4907,  45533.4,    0.718,  6.044,9.12,8.718,2557.206,0.03,7.44,  31.9160, 1522.125,  48970.4,    82.46, 08 Jul 2024, 23:00:00, 562, 0
HCEP03730715,07/09/2024 00:00:00,  21.4859,  45533.4,    0.718,  6.051,9.11,8.729,2559.159,0.03,6.82,  31.9195, 1522.116,  48975.4,    82.55, 09 Jul 2024, 00:00:00, 563, 0
HCEP03730715,07/09/2024 01:00:00,  21.4818,  45533.5,    0.716,  6.060,9.11,8.704,2556.132,0.03,6.73,  31.9227, 1522.108,  48979.9,    82.66, 09 Jul 2024, 01:00:00, 564, 0
HCEP03730715,07/09/2024 02:00:00,  21.4732,  45529.3,    0.717,  6.074,9.10,8.714,2559.276,0.03,6.82,  31.9258, 1522.089,  48984.5,    82.85, 09 Jul 2024, 02:00:00, 565, 0
HCEP03730715,07/09/2024 03:00:00,  21.4622,  45522.5,    0.715,  6.077,9.09,8.687,2557.674,0.03,6.60,  31.9286, 1522.062,  48988.7,    82.88, 09 Jul 2024, 03:00:00, 566, 0
HCEP03730715,07/09/2024 04:00:00,  21.4496,  45514.6,    0.715,  6.103,9.09,8.698,2559.491,0.03,6.42,  31.9318, 1522.032,  48993.6,    83.21, 09 Jul 2024, 04:00:00, 567, 0
HCEP03730715,07/09/2024 05:00:00,  21.4394,  45508.9,    0.718,  6.085,9.08,8.669,2557.127,0.03,6.33,  31.9348, 1522.008,  48998.1,    82.95, 09 Jul 2024, 05:00:00, 568, 0
HCEP03730715,07/09/2024 06:00:00,  21.4272,  45500.9,    0.719,  6.117,9.08,8.682,2559.314,0.03,6.04,  31.9377, 1521.978,  49002.5,    83.37, 09 Jul 2024, 06:00:00, 569, 0
HCEP03730715,07/09/2024 07:00:00,  21.4151,  45493.5,    0.722,  6.103,9.07,8.659,2556.755,0.03,5.99,  31.9408, 1521.949,  49007.3,    83.16, 09 Jul 2024, 07:00:00, 570, 0
HCEP03730715,07/09/2024 08:00:00,  21.4056,  45488.5,    0.722,  6.119,9.06,8.667,2559.295,0.03,5.89,  31.9439, 1521.927,  49011.8,    83.37, 09 Jul 2024, 08:00:00, 571, 0
HCEP03730715,07/09/2024 09:00:00,  21.4019,  45488.5,    0.721,  6.125,9.06,8.645,2554.529,0.03,5.58,  31.9467, 1521.920,  49015.8,    83.45, 09 Jul 2024, 09:00:00, 572, 0
HCEP03730715,07/09/2024 10:00:00,  21.3988,  45489.0,    0.721,  6.128,9.05,8.653,2556.892,0.03,5.69,  31.9493, 1521.915,  49019.5,    83.48, 09 Jul 2024, 10:00:00, 573, 0
HCEP03730715,07/09/2024 11:00:00,  21.3955,  45489.7,    0.722,  6.153,9.05,8.628,2553.631,0.03,5.69,  31.9524, 1521.909,  49023.9,    83.83, 09 Jul 2024, 11:00:00, 574, 0
HCEP03730715,07/09/2024 12:00:00,  21.3951,  45493.1,    0.719,  6.139,9.04,8.636,2555.388,0.03,5.79,  31.9553, 1521.912,  49027.9,    83.63, 09 Jul 2024, 12:00:00, 575, 0
HCEP03730715,07/09/2024 13:00:00,  21.4053,  45505.7,    0.718,  6.168,9.04,8.608,2551.641,0.03,5.79,  31.9576, 1521.942,  49030.7,    84.04, 09 Jul 2024, 13:00:00, 576, 0
HCEP03730715,07/09/2024 14:00:00,  21.4215,  45524.3,    0.714,  6.165,9.03,8.615,2552.773,0.03,5.99,  31.9602, 1521.988,  49033.5,    84.02, 09 Jul 2024, 14:00:00, 577, 0
HCEP03730715,07/09/2024 15:00:00,  21.4439,  45548.4,    0.712,  6.168,9.03,8.587,2548.832,0.03,6.60,  31.9625, 1522.051,  49036.0,    84.11, 09 Jul 2024, 15:00:00, 578, 0
HCEP03730715,07/09/2024 16:00:00,  21.4616,  45568.1,    0.712,  6.164,9.02,8.598,2546.317,0.03,6.78,  31.9648, 1522.101,  49038.4,    84.08, 09 Jul 2024, 16:00:00, 579, 0
HCEP03730715,07/09/2024 17:00:00,  21.4786,  45587.7,    0.707,  6.168,9.02,8.565,2542.946,0.03,6.69,  31.9676, 1522.149,  49041.6,    84.16, 09 Jul 2024, 17:00:00, 580, 0
HCEP03730715,07/09/2024 18:00:00,  21.4952,  45606.7,    0.702,  6.168,9.01,8.569,2542.362,0.03,6.90,  31.9701, 1522.197,  49044.4,    84.18, 09 Jul 2024, 18:00:00, 581, 0
HCEP03730715,07/09/2024 19:00:00,  21.5105,  45623.9,    0.697,  6.173,9.01,8.539,2541.193,0.03,7.07,  31.9722, 1522.240,  49046.9,    84.28, 09 Jul 2024, 19:00:00, 582, 0
HCEP03730715,07/09/2024 20:00:00,  21.5279,  45643.6,    0.696,  6.173,9.00,8.546,2538.857,0.03,7.24,  31.9747, 1522.289,  49049.6,    84.30, 09 Jul 2024, 20:00:00, 583, 0
HCEP03730715,07/09/2024 21:00:00,  21.5420,  45660.1,    0.697,  6.182,8.99,8.515,2537.824,0.03,6.99,  31.9772, 1522.330,  49052.6,    84.44, 09 Jul 2024, 21:00:00, 584, 0
HCEP03730715,07/09/2024 22:00:00,  21.5471,  45668.4,    0.704,  6.182,8.99,8.525,2537.065,0.03,7.16,  31.9800, 1522.347,  49056.2,    84.46, 09 Jul 2024, 22:00:00, 585, 0
HCEP03730715,07/09/2024 23:00:00,  21.5477,  45672.8,    0.707,  6.173,8.98,8.495,2535.470,0.03,6.90,  31.9829, 1522.352,  49060.2,    84.35, 09 Jul 2024, 23:00:00, 586, 0
HCEP03730715,07/10/2024 00:00:00,  21.5467,  45675.8,    0.712,  6.190,8.98,8.501,2533.952,0.03,6.78,  31.9860, 1522.352,  49064.5,    84.58, 10 Jul 2024, 00:00:00, 587, 0
HCEP03730715,07/10/2024 01:00:00,  21.5411,  45674.1,    0.715,  6.195,8.97,8.477,2533.874,0.03,6.90,  31.9888, 1522.341,  49068.5,    84.63, 10 Jul 2024, 01:00:00, 588, 0
HCEP03730715,07/10/2024 02:00:00,  21.5287,  45666.8,    0.719,  6.201,8.97,8.490,2534.574,0.03,6.82,  31.9924, 1522.311,  49073.8,    84.70, 10 Jul 2024, 02:00:00, 589, 0
HCEP03730715,07/10/2024 03:00:00,  21.5122,  45654.9,    0.725,  6.215,8.97,8.463,2533.407,0.02,6.42,  31.9953, 1522.270,  49078.4,    84.86, 10 Jul 2024, 03:00:00, 590, 0
HCEP03730715,07/10/2024 04:00:00,  21.4903,  45638.4,    0.730,  6.230,8.96,8.476,2535.001,0.03,6.14,  31.9987, 1522.215,  49083.9,    85.04, 10 Jul 2024, 04:00:00, 591, 0
HCEP03730715,07/10/2024 05:00:00,  21.4643,  45618.1,    0.738,  6.236,8.96,8.448,2534.087,0.02,5.94,  32.0020, 1522.149,  49089.4,    85.08, 10 Jul 2024, 05:00:00, 592, 0
HCEP03730715,07/10/2024 06:00:00,  21.4342,  45594.0,    0.741,  6.247,8.95,8.465,2535.371,0.02,5.31,  32.0055, 1522.073,  49095.3,    85.19, 10 Jul 2024, 06:00:00, 593, 0
HCEP03730715,07/10/2024 07:00:00,  21.4045,  45570.0,    0.747,  6.259,8.95,8.436,2532.803,0.03,5.09,  32.0087, 1521.996,  49100.8,    85.31, 10 Jul 2024, 07:00:00, 594, 0
HCEP03730715,07/10/2024 08:00:00,  21.3776,  45548.7,    0.754,  6.265,8.94,8.453,2534.203,0.02,4.67,  32.0120, 1521.928,  49106.4,    85.35, 10 Jul 2024, 08:00:00, 595, 0
HCEP03730715,07/10/2024 09:00:00,  21.3590,  45535.5,    0.759,  6.287,8.94,8.428,2531.986,0.02,4.47,  32.0156, 1521.881,  49111.9,    85.62, 10 Jul 2024, 09:00:00, 596, 0
HCEP03730715,07/10/2024 10:00:00,  21.3487,  45529.9,    0.763,  6.308,8.94,8.446,2534.533,0.02,4.60,  32.0188, 1521.858,  49116.7,    85.89, 10 Jul 2024, 10:00:00, 597, 0
HCEP03730715,07/10/2024 11:00:00,  21.3458,  45530.6,    0.767,  6.316,8.93,8.417,2530.410,0.02,4.60,  32.0215, 1521.853,  49120.6,    86.00, 10 Jul 2024, 11:00:00, 598, 0
HCEP03730715,07/10/2024 12:00:00,  21.3478,  45536.1,    0.768,  6.325,8.93,8.433,2530.897,0.02,4.41,  32.0243, 1521.861,  49124.3,    86.12, 10 Jul 2024, 12:00:00, 599, 0
HCEP03730715,07/10/2024 13:00:00,  21.3599,  45550.8,    0.768,  6.301,8.92,8.404,2529.536,0.02,4.67,  32.0269, 1521.897,  49127.4,    85.82, 10 Jul 2024, 13:00:00, 600, 0
HCEP03730715,07/10/2024 14:00:00,  21.3799,  45573.1,    0.767,  6.294,8.92,8.417,2527.729,0.02,5.15,  32.0295, 1521.953,  49130.2,    85.76, 10 Jul 2024, 14:00:00, 601, 0
HCEP03730715,07/10/2024 15:00:00,  21.4020,  45597.3,    0.767,  6.293,8.91,8.349,2529.380,0.02,5.64,  32.0321, 1522.016,  49132.9,    85.78, 10 Jul 2024, 15:00:00, 602, 0
HCEP03730715,07/10/2024 16:00:00,  21.4331,  45629.8,    0.764,  6.306,8.91,8.362,2530.742,0.02,5.64,  32.0345, 1522.102,  49135.1,    86.01, 10 Jul 2024, 16:00:00, 603, 0
HCEP03730715,07/10/2024 17:00:00,  21.4634,  45661.4,    0.763,  6.296,8.91,8.328,2527.127,0.02,6.18,  32.0366, 1522.186,  49136.9,    85.92, 10 Jul 2024, 17:00:00, 604, 0
HCEP03730715,07/10/2024 18:00:00,  21.4822,  45682.4,    0.762,  6.314,8.90,8.342,2526.137,0.02,6.46,  32.0392, 1522.239,  49139.7,    86.19, 10 Jul 2024, 18:00:00, 605, 0
HCEP03730715,07/10/2024 19:00:00,  21.4944,  45697.4,    0.763,  6.290,8.90,8.302,2521.808,0.02,6.69,  32.0418, 1522.275,  49142.9,    85.88, 10 Jul 2024, 19:00:00, 606, 0
HCEP03730715,07/10/2024 20:00:00,  21.5021,  45708.6,    0.767,  6.291,8.89,8.320,2523.574,0.02,6.64,  32.0448, 1522.299,  49146.8,    85.92, 10 Jul 2024, 20:00:00, 607, 0
HCEP03730715,07/10/2024 21:00:00,  21.5029,  45713.2,    0.773,  6.301,8.89,8.283,2520.875,0.02,6.64,  32.0479, 1522.304,  49150.9,    86.06, 10 Jul 2024, 21:00:00, 608, 0
HCEP03730715,07/10/2024 22:00:00,  21.5005,  45714.6,    0.774,  6.302,8.88,8.303,2522.409,0.02,6.33,  32.0507, 1522.301,  49154.9,    86.06, 10 Jul 2024, 22:00:00, 609, 0
HCEP03730715,07/10/2024 23:00:00,  21.4937,  45712.2,    0.776,  6.321,8.88,8.270,2519.983,0.02,6.18,  32.0540, 1522.286,  49159.6,    86.32, 10 Jul 2024, 23:00:00, 610, 0
HCEP03730715,07/11/2024 00:00:00,  21.4832,  45706.0,    0.780,  6.329,8.87,8.292,2523.321,0.02,6.04,  32.0569, 1522.261,  49164.0,    86.41, 11 Jul 2024, 00:00:00, 611, 0
HCEP03730715,07/11/2024 01:00:00,  21.4694,  45696.6,    0.783,  6.331,8.87,8.260,2519.924,0.02,5.79,  32.0599, 1522.228,  49168.5,    86.42, 11 Jul 2024, 01:00:00, 612, 0
HCEP03730715,07/11/2024 02:00:00,  21.4526,  45685.2,    0.782,  6.337,8.87,8.281,2523.165,0.02,5.79,  32.0633, 1522.187,  49174.0,    86.47, 11 Jul 2024, 02:00:00, 613, 0
HCEP03730715,07/11/2024 03:00:00,  21.4334,  45671.1,    0.784,  6.345,8.86,8.248,2520.894,0.02,5.20,  32.0666, 1522.138,  49179.1,    86.56, 11 Jul 2024, 03:00:00, 614, 0
HCEP03730715,07/11/2024 04:00:00,  21.4094,  45652.6,    0.788,  6.341,8.86,8.270,2521.903,0.02,5.42,  32.0700, 1522.078,  49184.7,    86.47, 11 Jul 2024, 04:00:00, 615, 0
HCEP03730715,07/11/2024 05:00:00,  21.3831,  45632.2,    0.791,  6.371,8.86,8.241,2522.504,0.02,4.85,  32.0735, 1522.011,  49190.5,    86.83, 11 Jul 2024, 05:00:00, 616, 0
HCEP03730715,07/11/2024 06:00:00,  21.3554,  45610.1,    0.795,  6.368,8.85,8.261,2523.824,0.02,4.60,  32.0769, 1521.940,  49196.1,    86.75, 11 Jul 2024, 06:00:00, 617, 0
HCEP03730715,07/11/2024 07:00:00,  21.3271,  45587.2,    0.797,  6.377,8.85,8.233,2520.874,0.02,3.91,  32.0799, 1521.868,  49201.4,    86.83, 11 Jul 2024, 07:00:00, 618, 0
HCEP03730715,07/11/2024 08:00:00,  21.3043,  45569.8,    0.803,  6.390,8.85,8.252,2521.980,0.02,3.76,  32.0834, 1521.810,  49206.9,    86.97, 11 Jul 2024, 08:00:00, 619, 0
HCEP03730715,07/11/2024 09:00:00,  21.2895,  45560.2,    0.804,  6.411,8.84,8.224,2521.397,0.02,3.34,  32.0868, 1521.774,  49212.2,    87.24, 11 Jul 2024, 09:00:00, 620, 0
HCEP03730715,07/11/2024 10:00:00,  21.2874,  45561.8,    0.804,  6.415,8.84,8.243,2520.757,0.02,3.16,  32.0897, 1521.771,  49216.2,    87.29, 11 Jul 2024, 10:00:00, 621, 0
HCEP03730715,07/11/2024 11:00:00,  21.2880,  45565.7,    0.803,  7.313,8.84,8.208,2519.166,0.02,3.76,  32.0923, 1521.776,  49219.8,    99.52, 11 Jul 2024, 11:00:00, 622, 0
HCEP03730715,07/11/2024 12:00:00,  21.2874,  45569.2,    0.802,  6.471,8.83,8.225,2520.058,0.02,3.52,  32.0955, 1521.778,  49224.2,    88.05, 11 Jul 2024, 12:00:00, 623, 0
HCEP03730715,07/11/2024 13:00:00,  21.2962,  45581.1,    0.801,  6.451,8.83,8.196,2516.974,0.02,4.06,  32.0983, 1521.804,  49227.6,    87.79, 11 Jul 2024, 13:00:00, 624, 0
HCEP03730715,07/11/2024 14:00:00,  21.3102,  45597.5,    0.797,  6.430,8.82,8.215,2519.224,0.02,3.84,  32.1007, 1521.845,  49230.5,    87.53, 11 Jul 2024, 14:00:00, 625, 0
HCEP03730715,07/11/2024 15:00:00,  21.3271,  45616.7,    0.791,  6.438,8.82,8.181,2516.897,0.02,4.27,  32.1032, 1521.893,  49233.2,    87.67, 11 Jul 2024, 15:00:00, 626, 0
HCEP03730715,07/11/2024 16:00:00,  21.3467,  45638.9,    0.789,  6.424,8.81,8.171,2441.864,0.02,4.73,  32.1060, 1521.949,  49236.4,    87.51, 11 Jul 2024, 16:00:00, 627, 0
HCEP03730715,07/11/2024 17:00:00,  21.3664,  45660.2,    0.783,  6.416,8.81,8.140,2439.320,0.02,4.60,  32.1081, 1522.004,  49238.4,    87.44, 11 Jul 2024, 17:00:00, 628, 0
HCEP03730715,07/11/2024 18:00:00,  21.3856,  45681.8,    0.782,  6.417,8.81,8.161,2441.425,0.02,5.37,  32.1107, 1522.059,  49241.3,    87.49, 11 Jul 2024, 18:00:00, 629, 0
HCEP03730715,07/11/2024 19:00:00,  21.4034,  45702.5,    0.781,  6.413,8.80,8.129,2439.971,0.02,5.53,  32.1137, 1522.110,  49244.8,    87.45, 11 Jul 2024, 19:00:00, 630, 0
HCEP03730715,07/11/2024 20:00:00,  21.4157,  45717.1,    0.779,  6.412,8.80,8.146,2443.281,0.02,5.58,  32.1160, 1522.145,  49247.5,    87.46, 11 Jul 2024, 20:00:00, 631, 0
HCEP03730715,07/11/2024 21:00:00,  21.4265,  45731.1,    0.779,  6.400,8.79,8.113,2438.901,0.02,5.84,  32.1189, 1522.178,  49251.0,    87.31, 11 Jul 2024, 21:00:00, 632, 0
HCEP03730715,07/11/2024 22:00:00,  21.4274,  45735.5,    0.779,  6.411,8.79,8.132,2441.196,0.02,5.84,  32.1217, 1522.183,  49254.9,    87.47, 11 Jul 2024, 22:00:00, 633, 0
HCEP03730715,07/11/2024 23:00:00,  21.4194,  45732.0,    0.781,  6.408,8.79,8.102,2439.608,0.02,5.37,  32.1249, 1522.165,  49259.5,    87.42, 11 Jul 2024, 23:00:00, 634, 0
HCEP03730715,07/12/2024 00:00:00,  21.4069,  45723.8,    0.782,  6.409,8.78,8.125,2440.335,0.02,5.89,  32.1278, 1522.135,  49264.0,    87.41, 12 Jul 2024, 00:00:00, 635, 0
HCEP03730715,07/12/2024 01:00:00,  21.3902,  45712.3,    0.781,  6.420,8.78,8.090,2439.818,0.02,5.31,  32.1312, 1522.094,  49269.3,    87.54, 12 Jul 2024, 01:00:00, 636, 0
HCEP03730715,07/12/2024 02:00:00,  21.3701,  45697.6,    0.777,  6.427,8.78,8.113,2442.707,0.02,5.15,  32.1347, 1522.043,  49274.8,    87.61, 12 Jul 2024, 02:00:00, 637, 0
HCEP03730715,07/12/2024 03:00:00,  21.3487,  45681.6,    0.781,  6.427,8.77,8.092,2442.859,0.02,5.03,  32.1381, 1521.990,  49280.3,    87.58, 12 Jul 2024, 03:00:00, 638, 0
HCEP03730715,07/12/2024 04:00:00,  21.3244,  45662.8,    0.781,  6.438,8.77,8.113,2443.375,0.02,4.85,  32.1415, 1521.928,  49285.9,    87.69, 12 Jul 2024, 04:00:00, 639, 0
HCEP03730715,07/12/2024 05:00:00,  21.2987,  45642.3,    0.783,  6.441,8.77,8.084,2441.290,0.02,3.84,  32.1446, 1521.862,  49291.0,    87.69, 12 Jul 2024, 05:00:00, 640, 0
HCEP03730715,07/12/2024 06:00:00,  21.2725,  45621.5,    0.785,  6.447,8.76,8.107,2443.452,0.02,3.91,  32.1479, 1521.795,  49296.6,    87.74, 12 Jul 2024, 06:00:00, 641, 0
HCEP03730715,07/12/2024 07:00:00,  21.2485,  45602.6,    0.786,  6.435,8.76,8.081,2444.198,0.02,4.06,  32.1510, 1521.734,  49301.7,    87.53, 12 Jul 2024, 07:00:00, 642, 0
HCEP03730715,07/12/2024 08:00:00,  21.2258,  45585.3,    0.789,  6.450,8.76,8.102,2444.198,0.01,3.43,  32.1543, 1521.676,  49307.2,    87.70, 12 Jul 2024, 08:00:00, 643, 0
HCEP03730715,07/12/2024 09:00:00,  21.2070,  45571.7,    0.789,  6.466,8.75,8.076,2442.992,0.02,3.16,  32.1578, 1521.629,  49312.6,    87.89, 12 Jul 2024, 09:00:00, 644, 0
HCEP03730715,07/12/2024 10:00:00,  21.1970,  45566.3,    0.786,  6.461,8.75,8.098,2445.173,0.02,3.52,  32.1609, 1521.606,  49317.3,    87.81, 12 Jul 2024, 10:00:00, 645, 0
HCEP03730715,07/12/2024 11:00:00,  21.1977,  45570.6,    0.783,  6.425,8.75,8.351,2630.825,0.03,3.68,  32.1638, 1521.611,  49321.2,    87.32, 12 Jul 2024, 11:00:00, 646, 0
HCEP03730715,07/12/2024 12:00:00,  21.2025,  45578.5,    0.781,  6.486,8.74,8.312,2588.712,0.03,3.16,  32.1665, 1521.626,  49324.7,    88.16, 12 Jul 2024, 12:00:00, 647, 0
HCEP03730715,07/12/2024 13:00:00,  21.2140,  45592.6,    0.777,  6.505,8.74,8.231,2570.910,0.02,3.76,  32.1690, 1521.660,  49327.8,    88.44, 12 Jul 2024, 13:00:00, 648, 0
HCEP03730715,07/12/2024 14:00:00,  21.2331,  45613.6,    0.772,  6.528,8.74,8.391,2474.952,0.03,6.86,  32.1711, 1521.714,  49329.9,    88.78, 12 Jul 2024, 14:00:00, 649, 0
HCEP03730715,07/12/2024 15:00:00,  21.2573,  45639.4,    0.769,  6.454,8.73,8.309,2458.747,0.02,5.03,  32.1734, 1521.782,  49332.2,    87.82, 12 Jul 2024, 15:00:00, 650, 0
HCEP03730715,07/12/2024 16:00:00,  21.2861,  45669.1,    0.766,  6.471,8.73,8.307,2446.479,0.02,6.64,  32.1752, 1521.862,  49333.5,    88.09, 12 Jul 2024, 16:00:00, 651, 0
HCEP03730715,07/12/2024 17:00:00,  21.3117,  45696.5,    0.759,  6.454,8.73,8.303,2428.763,0.04,10.96,  32.1776, 1521.933,  49335.8,    87.90, 12 Jul 2024, 17:00:00, 652, 0
HCEP03730715,07/12/2024 18:00:00,  21.3333,  45719.9,    0.756,  6.436,8.72,8.278,2416.003,0.02,6.99,  32.1798, 1521.994,  49338.1,    87.70, 12 Jul 2024, 18:00:00, 653, 0
HCEP03730715,07/12/2024 19:00:00,  21.3512,  45739.8,    0.754,  6.431,8.72,8.227,2399.766,0.03,5.74,  32.1821, 1522.044,  49340.5,    87.65, 12 Jul 2024, 19:00:00, 654, 0
HCEP03730715,07/12/2024 20:00:00,  21.3684,  45759.3,    0.751,  6.449,8.72,8.178,2371.600,0.04,9.82,  32.1845, 1522.094,  49343.2,    87.93, 12 Jul 2024, 20:00:00, 655, 0
HCEP03730715,07/12/2024 21:00:00,  21.3846,  45777.7,    0.749,  6.442,8.71,8.095,2357.156,0.03,8.81,  32.1869, 1522.140,  49345.8,    87.86, 12 Jul 2024, 21:00:00, 656, 0
HCEP03730715,07/12/2024 22:00:00,  21.3943,  45790.6,    0.751,  6.414,8.71,8.110,2351.904,0.02,7.86,  32.1898, 1522.169,  49349.4,    87.50, 12 Jul 2024, 22:00:00, 657, 0
HCEP03730715,07/12/2024 23:00:00,  21.3978,  45797.3,    0.752,  6.411,8.71,8.079,2345.373,0.05,13.13,  32.1924, 1522.181,  49352.9,    87.46, 12 Jul 2024, 23:00:00, 658, 0
HCEP03730715,07/13/2024 00:00:00,  21.3984,  45801.1,    0.757,  6.410,8.70,8.065,2339.541,0.03,7.32,  32.1950, 1522.186,  49356.3,    87.44, 13 Jul 2024, 00:00:00, 659, 0
HCEP03730715,07/13/2024 01:00:00,  21.3929,  45799.4,    0.753,  6.360,8.70,8.035,2328.090,0.03,7.67,  32.1977, 1522.174,  49360.3,    86.76, 13 Jul 2024, 01:00:00, 660, 0
HCEP03730715,07/13/2024 02:00:00,  21.3842,  45794.7,    0.749,  6.398,8.70,8.056,2330.203,0.02,5.64,  32.2006, 1522.153,  49364.6,    87.27, 13 Jul 2024, 02:00:00, 661, 0
HCEP03730715,07/13/2024 03:00:00,  21.3725,  45787.3,    0.753,  6.384,8.69,7.983,2315.318,0.02,7.07,  32.2035, 1522.125,  49369.1,    87.06, 13 Jul 2024, 03:00:00, 662, 0
HCEP03730715,07/13/2024 04:00:00,  21.3575,  45776.3,    0.753,  6.376,8.69,8.002,2310.409,0.04,7.16,  32.2061, 1522.088,  49373.1,    86.92, 13 Jul 2024, 04:00:00, 663, 0
HCEP03730715,07/13/2024 05:00:00,  21.3404,  45764.5,    0.755,  6.384,8.69,7.917,2297.868,0.02,7.44,  32.2096, 1522.046,  49378.6,    87.02, 13 Jul 2024, 05:00:00, 664, 0
HCEP03730715,07/13/2024 06:00:00,  21.3224,  45750.4,    0.757,  6.386,8.68,8.003,2306.937,0.02,5.74,  32.2120, 1522.000,  49382.6,    87.02, 13 Jul 2024, 06:00:00, 665, 0
HCEP03730715,07/13/2024 07:00:00,  21.3071,  45739.9,    0.758,  6.376,8.68,7.920,2297.698,0.01,4.97,  32.2152, 1521.962,  49387.6,    86.86, 13 Jul 2024, 07:00:00, 666, 0
HCEP03730715,07/13/2024 08:00:00,  21.2978,  45734.2,    0.763,  6.374,8.68,7.944,2292.958,0.03,7.75,  32.2177, 1521.940,  49391.3,    86.81, 13 Jul 2024, 08:00:00, 667, 0
HCEP03730715,07/13/2024 09:00:00,  21.2916,  45731.7,    0.762,  6.365,8.67,7.921,2288.514,0.02,5.89,  32.2204, 1521.926,  49395.2,    86.68, 13 Jul 2024, 09:00:00, 668, 0
HCEP03730715,07/13/2024 10:00:00,  21.2909,  45734.4,    0.760,  6.381,8.67,7.957,2290.540,0.03,6.46,  32.2231, 1521.927,  49398.9,    86.90, 13 Jul 2024, 10:00:00, 669, 0
HCEP03730715,07/13/2024 11:00:00,  21.2910,  45738.1,    0.760,  6.368,8.67,7.899,2285.320,0.02,5.09,  32.2260, 1521.931,  49402.9,    86.73, 13 Jul 2024, 11:00:00, 670, 0
HCEP03730715,07/13/2024 12:00:00,  21.2959,  45745.9,    0.757,  6.390,8.67,7.928,2286.452,0.03,5.37,  32.2284, 1521.947,  49406.0,    87.03, 13 Jul 2024, 12:00:00, 671, 0
